# IEEE OUI Database - Common vendors for Indian campus environments
# Format: XX:XX:XX,Vendor Name
# Source: IEEE Standards Association (https://standards-oui.ieee.org)
# Last updated: 2025
#
# Apple
18:9E:FC,Apple Inc.
18:AF:61,Apple Inc.
18:E7:F4,Apple Inc.
18:EE:69,Apple Inc.
18:F6:43,Apple Inc.
1C:36:BB,Apple Inc.
1C:91:48,Apple Inc.
1C:9E:46,Apple Inc.
20:78:F0,Apple Inc.
20:A2:E4,Apple Inc.
20:C9:D0,Apple Inc.
24:A0:74,Apple Inc.
24:AB:81,Apple Inc.
24:F0:94,Apple Inc.
28:6A:BA,Apple Inc.
28:A0:2B,Apple Inc.
28:CF:E9,Apple Inc.
28:E0:2C,Apple Inc.
28:E1:4C,Apple Inc.
28:ED:6A,Apple Inc.
2C:1F:23,Apple Inc.
2C:33:61,Apple Inc.
2C:BE:08,Apple Inc.
30:35:AD,Apple Inc.
30:63:6B,Apple Inc.
30:90:AB,Apple Inc.
34:08:BC,Apple Inc.
34:12:98,Apple Inc.
34:36:3B,Apple Inc.
34:C0:59,Apple Inc.
38:0F:4A,Apple Inc.
38:48:4C,Apple Inc.
38:53:9C,Apple Inc.
38:66:F0,Apple Inc.
38:89:2C,Apple Inc.
38:B5:4D,Apple Inc.
38:C9:86,Apple Inc.
3C:06:30,Apple Inc.
3C:07:54,Apple Inc.
3C:15:C2,Apple Inc.
3C:22:FB,Apple Inc.
# Samsung
00:07:AB,Samsung Electronics
00:09:18,Samsung Electronics
00:12:47,Samsung Electronics
00:12:FB,Samsung Electronics
00:15:99,Samsung Electronics
00:16:32,Samsung Electronics
00:16:6B,Samsung Electronics
00:17:C9,Samsung Electronics
00:17:D5,Samsung Electronics
00:18:AF,Samsung Electronics
00:1A:8A,Samsung Electronics
00:1B:98,Samsung Electronics
00:1C:43,Samsung Electronics
00:1D:25,Samsung Electronics
00:1D:F6,Samsung Electronics
00:1E:E1,Samsung Electronics
00:1E:E2,Samsung Electronics
00:1F:CC,Samsung Electronics
00:1F:CD,Samsung Electronics
00:21:19,Samsung Electronics
00:21:D1,Samsung Electronics
00:21:D2,Samsung Electronics
00:23:39,Samsung Electronics
00:23:3A,Samsung Electronics
00:23:99,Samsung Electronics
00:23:D6,Samsung Electronics
00:23:D7,Samsung Electronics
00:24:54,Samsung Electronics
00:24:90,Samsung Electronics
00:24:91,Samsung Electronics
00:25:66,Samsung Electronics
00:25:67,Samsung Electronics
00:26:37,Samsung Electronics
00:26:5D,Samsung Electronics
08:D4:6A,Samsung Electronics
0C:14:20,Samsung Electronics
10:1D:C0,Samsung Electronics
14:49:E0,Samsung Electronics
18:3A:2D,Samsung Electronics
1C:62:B8,Samsung Electronics
24:18:1D,Samsung Electronics
28:98:7B,Samsung Electronics
2C:AE:2B,Samsung Electronics
30:C7:AE,Samsung Electronics
34:23:BA,Samsung Electronics
34:BE:00,Samsung Electronics
38:01:46,Samsung Electronics
40:D3:AE,Samsung Electronics
44:78:3E,Samsung Electronics
4C:BC:98,Samsung Electronics
50:01:BB,Samsung Electronics
50:A4:C8,Samsung Electronics
54:40:AD,Samsung Electronics
58:C3:8B,Samsung Electronics
5C:2E:59,Samsung Electronics
5C:3C:27,Samsung Electronics
60:AF:6D,Samsung Electronics
64:B5:C6,Samsung Electronics
6C:F3:73,Samsung Electronics
70:2A:D5,Samsung Electronics
78:1F:DB,Samsung Electronics
78:47:1D,Samsung Electronics
78:52:1A,Samsung Electronics
7C:0A:3F,Samsung Electronics
7C:F8:54,Samsung Electronics
84:25:DB,Samsung Electronics
84:38:38,Samsung Electronics
84:55:A5,Samsung Electronics
88:32:9B,Samsung Electronics
8C:79:F5,Samsung Electronics
90:18:7C,Samsung Electronics
94:01:C2,Samsung Electronics
94:35:0A,Samsung Electronics
94:51:03,Samsung Electronics
98:0C:82,Samsung Electronics
98:52:B1,Samsung Electronics
9C:02:98,Samsung Electronics
9C:3A:AF,Samsung Electronics
A0:04:60,Samsung Electronics
A0:82:1F,Samsung Electronics
A4:08:EA,Samsung Electronics
A8:06:00,Samsung Electronics
AC:5F:3E,Samsung Electronics
B0:47:BF,Samsung Electronics
B0:72:BF,Samsung Electronics
B4:3A:28,Samsung Electronics
B4:79:A7,Samsung Electronics
B8:57:D8,Samsung Electronics
BC:14:EF,Samsung Electronics
BC:72:B1,Samsung Electronics
C0:97:27,Samsung Electronics
C4:50:06,Samsung Electronics
C8:14:79,Samsung Electronics
CC:07:AB,Samsung Electronics
D0:22:BE,Samsung Electronics
D0:59:E4,Samsung Electronics
D4:87:D8,Samsung Electronics
D8:90:E8,Samsung Electronics
DC:74:A8,Samsung Electronics
E4:58:B8,Samsung Electronics
E8:50:8B,Samsung Electronics
EC:1F:72,Samsung Electronics
EC:F0:FE,Samsung Electronics
F0:08:F1,Samsung Electronics
F0:5A:09,Samsung Electronics
F4:7B:5E,Samsung Electronics
F8:04:2E,Samsung Electronics
FC:A1:3E,Samsung Electronics
# Xiaomi / Redmi
00:9E:C8,Xiaomi Communications
04:CF:8C,Xiaomi Communications
0C:1D:AF,Xiaomi Communications
10:2A:B3,Xiaomi Communications
14:F6:5A,Xiaomi Communications
18:59:36,Xiaomi Communications
20:34:FB,Xiaomi Communications
28:6C:07,Xiaomi Communications
34:80:B3,Xiaomi Communications
38:A4:ED,Xiaomi Communications
3C:BD:3E,Xiaomi Communications
40:31:3C,Xiaomi Communications
44:23:7C,Xiaomi Communications
4C:49:E3,Xiaomi Communications
50:64:2B,Xiaomi Communications
58:44:98,Xiaomi Communications
5C:B2:9E,Xiaomi Communications
60:AB:67,Xiaomi Communications
64:09:80,Xiaomi Communications
64:B4:73,Xiaomi Communications
68:28:BA,Xiaomi Communications
6C:5A:B0,Xiaomi Communications
74:23:44,Xiaomi Communications
78:02:F8,Xiaomi Communications
78:11:DC,Xiaomi Communications
7C:1D:D9,Xiaomi Communications
80:AD:16,Xiaomi Communications
84:FE:DC,Xiaomi Communications
8C:DE:52,Xiaomi Communications
94:65:2D,Xiaomi Communications
98:FA:E3,Xiaomi Communications
9C:99:A0,Xiaomi Communications
A4:77:33,Xiaomi Communications
AC:C1:EE,Xiaomi Communications
B0:E2:35,Xiaomi Communications
B4:A5:EF,Xiaomi Communications
C4:0B:CB,Xiaomi Communications
C8:58:C0,Xiaomi Communications
D4:61:2E,Xiaomi Communications
D8:63:75,Xiaomi Communications
E4:46:DA,Xiaomi Communications
F0:B4:29,Xiaomi Communications
F4:F5:DB,Xiaomi Communications
F8:A4:5F,Xiaomi Communications
FC:64:BA,Xiaomi Communications
# OnePlus / OPPO / Realme / Vivo (BBK Electronics family)
2C:D0:5A,OnePlus Technology
60:60:1F,OnePlus Technology
6C:25:B9,OnePlus Technology
94:65:2D,OnePlus Technology
C0:EE:FB,OnePlus Technology
1C:CC:D6,OPPO Mobile
2C:8D:B1,OPPO Mobile
3C:77:E6,OPPO Mobile
44:07:0B,OPPO Mobile
50:58:6F,OPPO Mobile
5C:E8:83,OPPO Mobile
64:A2:F9,OPPO Mobile
70:F0:96,OPPO Mobile
7C:03:AB,OPPO Mobile
84:F8:03,OPPO Mobile
8C:DE:F9,OPPO Mobile
94:D0:29,OPPO Mobile
A4:77:58,OPPO Mobile
A8:9C:ED,OPPO Mobile
AC:0D:FE,OPPO Mobile
B4:A9:FC,OPPO Mobile
C4:41:1E,OPPO Mobile
CC:22:37,OPPO Mobile
DC:F5:56,OPPO Mobile
E8:1A:1B,OPPO Mobile
1C:B0:44,Realme
58:E6:BA,Realme
AC:50:DE,Realme
08:97:98,Vivo Mobile
1C:A0:D3,Vivo Mobile
30:D5:87,Vivo Mobile
3C:82:C0,Vivo Mobile
44:C6:5D,Vivo Mobile
58:71:B2,Vivo Mobile
5C:6B:4F,Vivo Mobile
84:A9:C4,Vivo Mobile
88:D5:0C,Vivo Mobile
A4:50:46,Vivo Mobile
B4:B2:91,Vivo Mobile
CC:2D:83,Vivo Mobile
DC:E5:5B,Vivo Mobile
E0:98:06,Vivo Mobile
# Cisco Systems
00:00:0C,Cisco Systems
00:01:42,Cisco Systems
00:01:43,Cisco Systems
00:01:63,Cisco Systems
00:01:64,Cisco Systems
00:01:96,Cisco Systems
00:01:97,Cisco Systems
00:01:C7,Cisco Systems
00:01:C9,Cisco Systems
00:02:16,Cisco Systems
00:02:17,Cisco Systems
00:02:3D,Cisco Systems
00:02:4A,Cisco Systems
00:02:4B,Cisco Systems
00:02:7D,Cisco Systems
00:02:7E,Cisco Systems
00:02:B9,Cisco Systems
00:02:BA,Cisco Systems
00:02:FC,Cisco Systems
00:02:FD,Cisco Systems
00:03:31,Cisco Systems
00:03:32,Cisco Systems
00:03:6B,Cisco Systems
00:03:6C,Cisco Systems
00:03:9F,Cisco Systems
00:03:A0,Cisco Systems
00:03:FD,Cisco Systems
00:03:FE,Cisco Systems
0C:75:BD,Cisco Systems
0C:85:25,Cisco Systems
0C:D9:96,Cisco Systems
18:E7:28,Cisco Systems
28:34:A2,Cisco Systems
2C:54:2D,Cisco Systems
34:DB:FD,Cisco Systems
38:20:56,Cisco Systems
44:03:A7,Cisco Systems
5C:50:15,Cisco Systems
64:F6:9D,Cisco Systems
6C:20:56,Cisco Systems
70:81:05,Cisco Systems
F4:CF:E2,Cisco Systems
# TP-Link
00:23:CD,TP-Link Technologies
10:FE:ED,TP-Link Technologies
14:CC:20,TP-Link Technologies
14:CF:92,TP-Link Technologies
18:A6:F7,TP-Link Technologies
1C:3B:F3,TP-Link Technologies
24:69:68,TP-Link Technologies
30:B5:C2,TP-Link Technologies
34:E8:94,TP-Link Technologies
3C:46:D8,TP-Link Technologies
50:3E:AA,TP-Link Technologies
54:C8:0F,TP-Link Technologies
5C:A6:E6,TP-Link Technologies
5C:E9:31,TP-Link Technologies
60:32:B1,TP-Link Technologies
64:56:01,TP-Link Technologies
64:70:02,TP-Link Technologies
68:FF:7B,TP-Link Technologies
78:44:76,TP-Link Technologies
84:16:F9,TP-Link Technologies
90:F6:52,TP-Link Technologies
94:D9:B3,TP-Link Technologies
98:DA:C4,TP-Link Technologies
A4:2B:B0,TP-Link Technologies
A4:CF:12,TP-Link Technologies
AC:84:C6,TP-Link Technologies
B0:4E:26,TP-Link Technologies
B0:95:75,TP-Link Technologies
C0:06:C3,TP-Link Technologies
C0:25:E9,TP-Link Technologies
C4:E9:84,TP-Link Technologies
CC:32:E5,TP-Link Technologies
D8:07:B6,TP-Link Technologies
E4:C3:2A,TP-Link Technologies
EC:08:6B,TP-Link Technologies
EC:17:2F,TP-Link Technologies
F0:A7:31,TP-Link Technologies
F4:F2:6D,TP-Link Technologies
F8:D1:11,TP-Link Technologies
# Huawei / Honor
00:E0:FC,Huawei Technologies
04:02:1F,Huawei Technologies
04:25:C5,Huawei Technologies
04:4A:50,Huawei Technologies
04:B0:E7,Huawei Technologies
04:C0:6F,Huawei Technologies
04:F9:38,Huawei Technologies
08:19:A6,Huawei Technologies
08:63:61,Huawei Technologies
0C:37:DC,Huawei Technologies
0C:96:BF,Huawei Technologies
10:44:00,Huawei Technologies
10:47:80,Huawei Technologies
10:C6:1F,Huawei Technologies
14:B9:68,Huawei Technologies
18:C5:8A,Huawei Technologies
18:DE:D7,Huawei Technologies
1C:15:1F,Huawei Technologies
20:08:ED,Huawei Technologies
20:0B:C7,Huawei Technologies
20:A6:CD,Huawei Technologies
24:09:95,Huawei Technologies
24:44:27,Huawei Technologies
24:69:A5,Huawei Technologies
28:31:52,Huawei Technologies
28:6E:D4,Huawei Technologies
2C:AB:00,Huawei Technologies
30:D1:7E,Huawei Technologies
34:CD:BE,Huawei Technologies
38:4C:4F,Huawei Technologies
3C:47:11,Huawei Technologies
40:4D:8E,Huawei Technologies
44:55:B1,Huawei Technologies
48:00:31,Huawei Technologies
48:46:FB,Huawei Technologies
48:AD:08,Huawei Technologies
4C:1F:CC,Huawei Technologies
4C:8B:EF,Huawei Technologies
50:A7:2B,Huawei Technologies
54:A5:1B,Huawei Technologies
58:2A:F7,Huawei Technologies
58:60:5F,Huawei Technologies
5C:09:79,Huawei Technologies
5C:7D:5E,Huawei Technologies
60:DE:44,Huawei Technologies
64:3E:8C,Huawei Technologies
68:A0:F6,Huawei Technologies
6C:B7:49,Huawei Technologies
70:72:3C,Huawei Technologies
70:8A:09,Huawei Technologies
74:9D:8F,Huawei Technologies
78:D7:52,Huawei Technologies
7C:60:97,Huawei Technologies
7C:A1:77,Huawei Technologies
80:B6:86,Huawei Technologies
80:D0:9B,Huawei Technologies
84:A8:E4,Huawei Technologies
84:DB:AC,Huawei Technologies
88:28:B3,Huawei Technologies
88:53:D4,Huawei Technologies
88:CE:FA,Huawei Technologies
8C:34:FD,Huawei Technologies
8C:E1:17,Huawei Technologies
90:4E:2B,Huawei Technologies
90:67:1C,Huawei Technologies
94:04:9C,Huawei Technologies
94:77:2B,Huawei Technologies
9C:74:1A,Huawei Technologies
A4:BA:76,Huawei Technologies
A8:C8:3A,Huawei Technologies
AC:4E:91,Huawei Technologies
B4:CD:27,Huawei Technologies
BC:25:E0,Huawei Technologies
BC:76:70,Huawei Technologies
C0:70:09,Huawei Technologies
C4:07:2F,Huawei Technologies
C8:D1:5E,Huawei Technologies
CC:A2:23,Huawei Technologies
D0:7A:B5,Huawei Technologies
D4:6A:A8,Huawei Technologies
D4:B1:10,Huawei Technologies
D8:49:0B,Huawei Technologies
DC:D2:FC,Huawei Technologies
E0:06:30,Huawei Technologies
E0:19:1D,Huawei Technologies
E0:24:7F,Huawei Technologies
E0:97:96,Huawei Technologies
E4:68:A3,Huawei Technologies
E4:7E:66,Huawei Technologies
E8:08:8B,Huawei Technologies
EC:23:3D,Huawei Technologies
F4:4C:7F,Huawei Technologies
F4:C7:14,Huawei Technologies
F8:01:13,Huawei Technologies
F8:4A:BF,Huawei Technologies
FC:48:EF,Huawei Technologies
# Airtel (Bharti Airtel uses Huawei/ZTE/Nokia equipment)
# Most Airtel routers use Huawei or ZTE OUIs
# ZTE
00:19:CB,ZTE Corporation
00:1E:73,ZTE Corporation
00:22:93,ZTE Corporation
00:25:12,ZTE Corporation
00:26:ED,ZTE Corporation
04:C0:6F,ZTE Corporation
08:18:1A,ZTE Corporation
0C:12:62,ZTE Corporation
14:B3:68,ZTE Corporation
1C:7B:21,ZTE Corporation
20:89:84,ZTE Corporation
24:7F:3C,ZTE Corporation
28:28:5D,ZTE Corporation
2C:26:C5,ZTE Corporation
2C:95:7F,ZTE Corporation
34:4B:50,ZTE Corporation
34:DE:1A,ZTE Corporation
40:7D:0F,ZTE Corporation
44:F4:36,ZTE Corporation
50:9F:27,ZTE Corporation
54:22:F8,ZTE Corporation
58:2A:F7,ZTE Corporation
5C:3E:1B,ZTE Corporation
60:45:CB,ZTE Corporation
64:13:6C,ZTE Corporation
68:77:24,ZTE Corporation
6C:8B:2F,ZTE Corporation
70:9F:2D,ZTE Corporation
74:4A:A4,ZTE Corporation
78:31:2B,ZTE Corporation
7C:B1:5D,ZTE Corporation
80:5A:04,ZTE Corporation
84:74:2A,ZTE Corporation
88:5D:FB,ZTE Corporation
8C:E0:81,ZTE Corporation
90:D8:F3,ZTE Corporation
94:A7:B7,ZTE Corporation
98:6C:F5,ZTE Corporation
9C:D2:4B,ZTE Corporation
A0:91:C8,ZTE Corporation
A4:E4:B8,ZTE Corporation
B0:75:D5,ZTE Corporation
B4:B3:62,ZTE Corporation
BC:E6:3F,ZTE Corporation
C8:64:C7,ZTE Corporation
CC:1A:FA,ZTE Corporation
D4:6E:5C,ZTE Corporation
D8:5B:2A,ZTE Corporation
E0:19:54,ZTE Corporation
E4:F3:F5,ZTE Corporation
EC:1D:7F,ZTE Corporation
F0:1B:24,ZTE Corporation
F4:B8:97,ZTE Corporation
# Intel (common in laptops)
00:03:47,Intel Corporation
00:04:23,Intel Corporation
00:0C:F1,Intel Corporation
00:0E:35,Intel Corporation
00:11:11,Intel Corporation
00:13:02,Intel Corporation
00:13:20,Intel Corporation
00:13:CE,Intel Corporation
00:13:E8,Intel Corporation
00:15:00,Intel Corporation
00:16:6F,Intel Corporation
00:16:76,Intel Corporation
00:16:EA,Intel Corporation
00:16:EB,Intel Corporation
00:18:DE,Intel Corporation
00:19:D1,Intel Corporation
00:19:D2,Intel Corporation
00:1B:21,Intel Corporation
00:1B:77,Intel Corporation
00:1C:BF,Intel Corporation
00:1C:C0,Intel Corporation
00:1D:E0,Intel Corporation
00:1D:E1,Intel Corporation
00:1E:64,Intel Corporation
00:1E:65,Intel Corporation
00:1F:3B,Intel Corporation
00:1F:3C,Intel Corporation
00:20:7B,Intel Corporation
00:21:5C,Intel Corporation
00:21:5D,Intel Corporation
00:21:6A,Intel Corporation
00:21:6B,Intel Corporation
00:22:43,Intel Corporation
00:22:FA,Intel Corporation
00:22:FB,Intel Corporation
00:23:14,Intel Corporation
00:23:15,Intel Corporation
00:24:D6,Intel Corporation
00:24:D7,Intel Corporation
00:26:C6,Intel Corporation
00:26:C7,Intel Corporation
00:27:10,Intel Corporation
04:7D:7B,Intel Corporation
08:D4:0C,Intel Corporation
10:0B:A9,Intel Corporation
18:1D:EA,Intel Corporation
24:77:03,Intel Corporation
28:C6:3F,Intel Corporation
34:02:86,Intel Corporation
34:13:E8,Intel Corporation
3C:6A:A7,Intel Corporation
40:74:E0,Intel Corporation
48:51:B7,Intel Corporation
4C:34:88,Intel Corporation
4C:EB:42,Intel Corporation
58:91:CF,Intel Corporation
5C:E0:C5,Intel Corporation
60:57:18,Intel Corporation
64:D4:DA,Intel Corporation
68:05:CA,Intel Corporation
6C:29:95,Intel Corporation
74:E5:F9,Intel Corporation
78:2B:46,Intel Corporation
7C:B2:7D,Intel Corporation
80:86:F2,Intel Corporation
84:3A:4B,Intel Corporation
84:A6:C8,Intel Corporation
8C:8D:28,Intel Corporation
94:E6:F7,Intel Corporation
98:3B:8F,Intel Corporation
9C:B6:D0,Intel Corporation
A0:C5:89,Intel Corporation
A4:34:D9,Intel Corporation
A4:C4:94,Intel Corporation
AC:2B:6E,Intel Corporation
B4:69:21,Intel Corporation
B8:08:CF,Intel Corporation
C8:E2:65,Intel Corporation
D0:AB:D5,Intel Corporation
DC:53:60,Intel Corporation
E8:2A:44,Intel Corporation
F4:30:B9,Intel Corporation
F8:16:54,Intel Corporation
F8:63:3F,Intel Corporation
F8:94:C2,Intel Corporation
# Raspberry Pi
B8:27:EB,Raspberry Pi Foundation
DC:A6:32,Raspberry Pi Trading Ltd
E4:5F:01,Raspberry Pi Trading Ltd
D8:3A:DD,Raspberry Pi Trading Ltd
28:CD:C1,Raspberry Pi Trading Ltd
# Aruba / HP
00:0B:86,Aruba Networks
00:1A:1E,Aruba Networks
00:24:6C,Aruba Networks
04:BD:88,Aruba Networks
18:64:72,Aruba Networks
20:4C:03,Aruba Networks
24:DE:C6,Aruba Networks
40:E3:D6,Aruba Networks
6C:F3:7F,Aruba Networks
84:D4:7E,Aruba Networks
9C:1C:12,Aruba Networks
AC:A3:1E,Aruba Networks
D8:C7:C8,Aruba Networks
# Qualcomm (used in many phones)
00:03:7F,Qualcomm Inc.
00:0A:F5,Qualcomm Inc.
04:21:44,Qualcomm Inc.
# MediaTek (used in budget phones)
00:08:E0,MediaTek Inc.
00:0C:E7,MediaTek Inc.
# Google
08:9E:08,Google LLC
20:DF:B9,Google LLC
30:FD:38,Google LLC
3C:28:6D,Google LLC
54:60:09,Google LLC
94:EB:2C,Google LLC
A4:77:33,Google LLC
CC:FA:00,Google LLC
F4:F5:D8,Google LLC
F8:0F:F9,Google LLC
# Espressif (IoT devices)
18:FE:34,Espressif Inc.
24:0A:C4,Espressif Inc.
24:62:AB,Espressif Inc.
24:6F:28,Espressif Inc.
2C:F4:32,Espressif Inc.
30:AE:A4,Espressif Inc.
3C:61:05,Espressif Inc.
3C:71:BF,Espressif Inc.
40:F5:20,Espressif Inc.
48:3F:DA,Espressif Inc.
4C:11:AE,Espressif Inc.
5C:CF:7F,Espressif Inc.
60:01:94,Espressif Inc.
68:C6:3A,Espressif Inc.
80:7D:3A,Espressif Inc.
84:0D:8E,Espressif Inc.
84:CC:A8,Espressif Inc.
84:F3:EB,Espressif Inc.
8C:AA:B5,Espressif Inc.
90:97:D5,Espressif Inc.
94:B5:55,Espressif Inc.
94:B9:7E,Espressif Inc.
98:F4:AB,Espressif Inc.
A0:20:A6,Espressif Inc.
A4:CF:12,Espressif Inc.
AC:67:B2,Espressif Inc.
B4:E6:2D,Espressif Inc.
BC:DD:C2,Espressif Inc.
C4:4F:33,Espressif Inc.
C8:2B:96,Espressif Inc.
CC:50:E3,Espressif Inc.
D8:A0:1D,Espressif Inc.
DC:4F:22,Espressif Inc.
E8:DB:84,Espressif Inc.
EC:FA:BC,Espressif Inc.
F0:08:D1,Espressif Inc.
F4:CF:A2,Espressif Inc.
# Jio (Reliance uses various OEMs)
# Nokia
00:15:A0,Nokia Corporation
00:1B:AF,Nokia Corporation
00:1C:D4,Nokia Corporation
00:1D:6E,Nokia Corporation
00:1E:3A,Nokia Corporation
00:1F:00,Nokia Corporation
00:1F:DE,Nokia Corporation
00:21:08,Nokia Corporation
00:24:7C,Nokia Corporation
00:26:CC,Nokia Corporation
1C:9D:E6,Nokia Corporation
28:6F:B9,Nokia Corporation
34:4D:F7,Nokia Corporation
48:C0:93,Nokia Corporation
60:02:B4,Nokia Corporation
74:9D:79,Nokia Corporation
# Motorola
00:04:56,Motorola Solutions
00:0A:28,Motorola Solutions
00:0B:06,Motorola Solutions
00:11:6B,Motorola Solutions
00:14:9A,Motorola Solutions
00:17:4B,Motorola Solutions
00:19:2C,Motorola Solutions
10:68:3F,Motorola Mobility
1C:1B:68,Motorola Mobility
28:A1:83,Motorola Mobility
30:07:4D,Motorola Mobility
40:78:6A,Motorola Mobility
58:A2:B5,Motorola Mobility
68:C4:4D,Motorola Mobility
84:10:0D,Motorola Mobility
A4:70:D6,Motorola Mobility
B8:67:AF,Motorola Mobility
DC:E5:32,Motorola Mobility
E8:B4:C8,Motorola Mobility
F8:CF:C5,Motorola Mobility
# Nothing Phone
4E:41:51,Nothing Technology
# Broadcom (common in routers)
00:10:18,Broadcom
00:1A:2B,Broadcom
20:10:7A,Broadcom
# D-Link
00:05:5D,D-Link Corporation
00:0D:88,D-Link Corporation
00:0F:3D,D-Link Corporation
00:11:95,D-Link Corporation
00:13:46,D-Link Corporation
00:15:E9,D-Link Corporation
00:17:9A,D-Link Corporation
00:19:5B,D-Link Corporation
00:1B:11,D-Link Corporation
00:1C:F0,D-Link Corporation
00:1E:58,D-Link Corporation
00:21:91,D-Link Corporation
00:22:B0,D-Link Corporation
00:24:01,D-Link Corporation
00:26:5A,D-Link Corporation
14:D6:4D,D-Link Corporation
1C:7E:E5,D-Link Corporation
28:10:7B,D-Link Corporation
34:08:04,D-Link Corporation
78:54:2E,D-Link Corporation
84:C9:B2,D-Link Corporation
9C:D6:43,D-Link Corporation
B8:A3:86,D-Link Corporation
C0:A0:BB,D-Link Corporation
C4:12:F5,D-Link Corporation
CC:B2:55,D-Link Corporation
F0:7D:68,D-Link Corporation
FC:75:16,D-Link Corporation
# Netgear
00:09:5B,Netgear
00:0F:B5,Netgear
00:14:6C,Netgear
00:1B:2F,Netgear
00:1E:2A,Netgear
00:1F:33,Netgear
00:22:3F,Netgear
00:24:B2,Netgear
00:26:F2,Netgear
04:A1:51,Netgear
08:02:8E,Netgear
08:BD:43,Netgear
10:0C:6B,Netgear
10:DA:43,Netgear
20:0C:C8,Netgear
20:E5:2A,Netgear
28:80:88,Netgear
2C:B0:5D,Netgear
30:46:9A,Netgear
3C:37:86,Netgear
44:94:FC,Netgear
4C:60:DE,Netgear
6C:B0:CE,Netgear
84:1B:5E,Netgear
8C:3B:AD,Netgear
9C:3D:CF,Netgear
A0:04:60,Netgear
A0:21:B7,Netgear
A4:2B:8C,Netgear
B0:7F:B9,Netgear
C0:3F:0E,Netgear
C4:04:15,Netgear
C8:9E:43,Netgear
CC:40:D0,Netgear
E0:46:9A,Netgear
E0:91:F5,Netgear
E4:F4:C6,Netgear
F8:73:94,Netgear
